one-to-one-chg	0e284f78f506417d667a35da48ade82912bb65f5	2011	2bcf611e5e270ad451fffdfb5743e4feb94d2c47	2012	jetty-server_src_main_java_org_eclipse_jetty_server_Request.java/[CN]/Request/[MT]/setAttribute(String,Object)/body	( ( AbstractHttpConnection . Output ) getServletResponse ( ) . getOutputStream ( ) ) . sendContent ( value ) ;	20	( ( HttpChannel . Output ) getServletResponse ( ) . getOutputStream ( ) ) . sendContent ( value ) ;	20	noBugFix
one-to-one-chg	c04a1952568a78edee46a6a4a0eeb944429a9b20	2012	2bcf611e5e270ad451fffdfb5743e4feb94d2c47	2012	jetty-server_src_main_java_org_eclipse_jetty_server_Request.java/[CN]/Request/[MT]/setAttribute(String,Object)/body	( ( AbstractHttpConnection . Output ) getServletResponse ( ) . getOutputStream ( ) ) . sendResponse ( byteBuffer ) ;	20	( ( HttpChannel . Output ) getServletResponse ( ) . getOutputStream ( ) ) . sendResponse ( byteBuffer ) ;	20	noBugFix
one-to-one-chg	0e284f78f506417d667a35da48ade82912bb65f5	2011	c1f3545d7c5a53ea44f2a470257fe4a23ceeec04	2012	jetty-servlet_src_main_java_org_eclipse_jetty_servlet_DefaultServlet.java/[CN]/DefaultServlet/[MT]/sendData(HttpServletRequest,HttpServletResponse,boolean,Resource,HttpContent,Enumeration)/body	( ( AbstractHttpConnection . Output ) out ) . sendContent ( content ) ;	14	( ( HttpOutput ) out ) . sendContent ( content ) ;	12	noBugFix
one-to-one-chg	0e284f78f506417d667a35da48ade82912bb65f5	2011	c1f3545d7c5a53ea44f2a470257fe4a23ceeec04	2012	jetty-servlet_src_main_java_org_eclipse_jetty_servlet_DefaultServlet.java/[CN]/DefaultServlet/[MT]/sendData(HttpServletRequest,HttpServletResponse,boolean,Resource,HttpContent,Enumeration)/body	( ( AbstractHttpConnection . Output ) out ) . sendContent ( buffer ) ;	14	( ( HttpOutput ) out ) . sendContent ( buffer ) ;	12	noBugFix
one-to-one-chg	da627b843fe81fa0fe52a046c1be8595630e9ae7	2009	227fb5abecbce33375255f1b34c1ee5180afd422	2009	jetty-ajp_src_main_java_org_eclipse_jetty_ajp_Ajp13Parser.java/[CN]/Ajp13Parser/[MT]/parseNext()/body	( ( Ajp 1 3 Generator ) _generator ) . sendCPong ( ) ;	14	( _generator ) . sendCPong ( ) ;	8	noBugFix
one-to-one-chg	becb140427cde76158444d5eaa004f4a65f96b2f	2010	58652d8f09819df0e01685b1e98f8985d39c0af5	2011	jetty-client_src_main_java_org_eclipse_jetty_client_HttpConnection.java/[CN]/HttpConnection/[MT]/handle()/body	( ( AsyncEndPoint ) _endp ) . setWritable ( false ) ;	12	( ( AsyncEndPoint ) _endp ) . scheduleWrite ( ) ;	11	noBugFix
one-to-one-chg	da627b843fe81fa0fe52a046c1be8595630e9ae7	2009	e43b718fb1a2aed25d35edd4327687c4468328d1	2011	jetty-server_src_main_java_org_eclipse_jetty_server_AsyncContinuation.java/[CN]/AsyncContinuation/[MT]/scheduleDispatch()/body	( ( AsyncEndPoint ) endp ) . dispatch ( ) ;	11	( ( AsyncEndPoint ) endp ) . asyncDispatch ( ) ;	11	noBugFix
one-to-one-chg	da627b843fe81fa0fe52a046c1be8595630e9ae7	2009	0f510e6753a0b90f6b1279397976dfb279548fa0	2009	jetty-server_src_main_java_org_eclipse_jetty_server_AsyncRequest.java/[CN]/AsyncRequest/[MT]/doComplete()/body	( ( AsyncListener ) LazyList . get ( _listeners , i ) ) . onComplete ( _event ) ;	19	( ( ContinuationListener ) LazyList . get ( _listeners , i ) ) . onComplete ( _event ) ;	19	noBugFix
one-to-one-chg	17e907c2fbd6a4537ac1b609165115bc40efaa67	2011	9d54ea4cde3fa30c60252e594d98fd26903c53e1	2012	jetty-util_src_main_java_org_eclipse_jetty_util_MultiPartInputStream.java/[CN]/MultiPartInputStream/[CN]/MultiPart/[MT]/createFile()/body	( ( ByteArrayOutputStream ) _out ) . writeTo ( bos ) ;	12	_bout . writeTo ( bos ) ;	7	noBugFix
one-to-one-chg	17e907c2fbd6a4537ac1b609165115bc40efaa67	2011	9d54ea4cde3fa30c60252e594d98fd26903c53e1	2012	jetty-util_src_main_java_org_eclipse_jetty_util_MultiPartInputStream.java/[CN]/MultiPartInputStream/[CN]/MultiPart/[MT]/write(String)/body	( ( ByteArrayOutputStream ) _out ) . writeTo ( bos ) ;	12	_bout . writeTo ( bos ) ;	7	noBugFix
one-to-one-chg	2748a9381e38904a8fc8d3af73e35cd61e706ac0	2012	7737dc8c7632a42a8ae6f89210b2523e1055f024	2012	jetty-io_src_test_java_org_eclipse_jetty_io_SelectorManagerTest.java/[CN]/SelectorManagerTest/[MT]/testConnectTimeoutBeforeSuccessfulConnect()/body	( ( Callback < Void > ) attachment ) . failed ( null , ex ) ;	17	( ( Callback ) attachment ) . failed ( ex ) ;	12	noBugFix
one-to-one-chg	68f8e073db613a0d44ff4274276157a526ab3932	2012	1e662c63115c5576a988d068d33035122c6b04fa	2012	jetty-server_src_test_java_org_eclipse_jetty_server_StressTest.java/[CN]/StressTest/[MT]/doThreads(int,int,boolean)/body	( ( ChannelHttpConnector ) ( _server . getConnectors ( ) [ 0 ] ) ) . dump ( ) ;	20	( ( SelectChannelConnector ) ( _server . getConnectors ( ) [ 0 ] ) ) . dump ( ) ;	20	noBugFix
one-to-one-chg	e10c14c77aee8c4c0aaf1b7cd0def390239dbf2b	2010	d77069a8ea69655de4c660f62eaaca292b645d06	2011	jetty-deploy_src_main_java_org_eclipse_jetty_deploy_bindings_StandardUndeployer.java/[CN]/StandardUndeployer/[MT]/recursiveRemoveContext(HandlerCollection,ContextHandler)/body	( ( ContextHandler ) child ) . destroy ( ) ;	11	child . destroy ( ) ;	6	noBugFix
one-to-one-chg	8f04010f674be395dd7cadf56a7f603927c90fad	2009	95830517094ca273f4e1025439e134d89587fda4	2009	jetty-server_src_main_java_org_eclipse_jetty_server_AsyncContinuation.java/[CN]/AsyncContinuation/[MT]/doComplete()/body	( ( ContinuationListener ) LazyList . get ( listeners , i ) ) . onComplete ( this ) ;	19	listeners . get ( i ) . onComplete ( this ) ;	12	noBugFix
one-to-one-chg	adb1d86ab862219186b283a2d3fda5f4b7a27b89	2012	21494f97bbabef105a5285e26bcbdc4b5e514c51	2012	jetty-server_src_main_java_org_eclipse_jetty_server_Request.java/[CN]/Request/[MT]/setAttribute(String,Object)/body	( ( HttpChannel . Output ) getServletResponse ( ) . getOutputStream ( ) ) . sendContent ( value ) ;	20	( ( HttpOutput ) getServletResponse ( ) . getOutputStream ( ) ) . sendContent ( value ) ;	18	noBugFix
one-to-one-chg	da627b843fe81fa0fe52a046c1be8595630e9ae7	2009	0e284f78f506417d667a35da48ade82912bb65f5	2011	jetty-server_src_main_java_org_eclipse_jetty_server_Request.java/[CN]/Request/[MT]/setAttribute(String,Object)/body	( ( HttpConnection . Output ) getServletResponse ( ) . getOutputStream ( ) ) . sendContent ( value ) ;	20	( ( AbstractHttpConnection . Output ) getServletResponse ( ) . getOutputStream ( ) ) . sendContent ( value ) ;	20	noBugFix
one-to-one-chg	da627b843fe81fa0fe52a046c1be8595630e9ae7	2009	0e284f78f506417d667a35da48ade82912bb65f5	2011	jetty-server_src_main_java_org_eclipse_jetty_server_Request.java/[CN]/Request/[MT]/setAttribute(String,Object)/body	( ( HttpConnection . Output ) getServletResponse ( ) . getOutputStream ( ) ) . sendResponse ( buffer ) ;	20	( ( AbstractHttpConnection . Output ) getServletResponse ( ) . getOutputStream ( ) ) . sendResponse ( buffer ) ;	20	noBugFix
one-to-one-chg	da627b843fe81fa0fe52a046c1be8595630e9ae7	2009	0e284f78f506417d667a35da48ade82912bb65f5	2011	jetty-servlet_src_main_java_org_eclipse_jetty_servlet_DefaultServlet.java/[CN]/DefaultServlet/[MT]/sendData(HttpServletRequest,HttpServletResponse,boolean,Resource,HttpContent,Enumeration)/body	( ( HttpConnection . Output ) out ) . sendContent ( content ) ;	14	( ( AbstractHttpConnection . Output ) out ) . sendContent ( content ) ;	14	noBugFix
one-to-one-chg	9f0a75da75abcd72902074b0d15d4325ae9db902	2010	0e284f78f506417d667a35da48ade82912bb65f5	2011	jetty-servlet_src_main_java_org_eclipse_jetty_servlet_DefaultServlet.java/[CN]/DefaultServlet/[MT]/sendData(HttpServletRequest,HttpServletResponse,boolean,Resource,HttpContent,Enumeration)/body	( ( HttpConnection . Output ) out ) . sendContent ( buffer ) ;	14	( ( AbstractHttpConnection . Output ) out ) . sendContent ( buffer ) ;	14	noBugFix
one-to-one-chg	da627b843fe81fa0fe52a046c1be8595630e9ae7	2009	a52c01804a61cd056479f9a3d264a21b0d8037ca	2009	jetty-server_src_main_java_org_eclipse_jetty_server_HttpConnection.java/[CN]/HttpConnection/[CN]/Output/[MT]/sendResponse(Buffer)/body	( ( HttpGenerator ) _generator ) . sendResponse ( response ) ;	12	( ( HttpGenerator ) super . _generator ) . sendResponse ( response ) ;	14	noBugFix
one-to-one-chg	ae344afe78230a7a602538780780e2a98aec7f2d	2010	fd9b4b8ae900a2c0aa8278acbc22b254a3db3fd3	2010	jetty-server_src_main_java_org_eclipse_jetty_server_handler_ProxyHandler.java/[CN]/ProxyHandler/[MT]/handleConnect(Request,HttpServletRequest,HttpServletResponse,String)/body	( ( HttpGenerator ) baseRequest . getConnection ( ) . getGenerator ( ) ) . setPersistent ( true ) ;	20	baseRequest . getConnection ( ) . getGenerator ( ) . setPersistent ( true ) ;	15	noBugFix
